client_id,client_type,date_of_birth,gender,country,region,acquisition_purpose,satisfaction_score,loan_applied,referral_channel,age
C0382,Individual,1975-08-08,M,USA,California,Investment,1,True,Agency,51
C0383,Company,1985-09-11,F,Mexico,Mexico City,Investment,3,False,Agency,41
C0384,Individual,1944-03-22,F,USA,California,Home,3,True,Website,82
C0385,Individual,1969-12-01,M,UK,Northern Ireland,Investment,4,False,Website,56
C0386,Individual,1976-03-25,F,USA,Colorado,Home,2,False,Client,50
C0387,Individual,1974-07-18,F,USA,California,Home,2,True,Website,52
C0388,Individual,1995-09-24,M,USA,California,Home,4,False,Agency,31
C0389,Individual,1954-11-18,M,USA,Colorado,Home,3,False,Website,71
C0390,Individual,1942-04-23,M,Canada,Quebec,Investment,2,False,Website,84
C0391,Individual,1966-12-11,F,USA,California,Home,5,False,Agency,59
C0392,Individual,1977-06-14,F,USA,Arizona,Home,2,True,Website,49
C0393,Individual,1988-08-06,F,USA,Arizona,Home,4,False,Agency,38
C0394,Individual,1954-11-24,F,USA,Colorado,Home,3,True,Website,71
C0395,Individual,1959-01-17,F,USA,Florida,Home,1,False,Website,67
C0396,Individual,2000-04-17,M,USA,Nevada,Home,5,False,Agency,26
C0397,Individual,2000-09-18,F,USA,California,Home,5,False,Website,26
C0398,Individual,1948-12-22,F,USA,Texas,Home,1,True,Agency,77
C0399,Individual,1984-09-06,M,USA,California,Home,4,False,Agency,42
C0400,Individual,1959-11-25,M,USA,California,Home,4,False,Agency,66
C0401,Individual,1969-07-21,M,USA,Arizona,Home,5,True,Website,57
C0402,Individual,1941-02-22,F,USA,Georgia,Home,5,False,Website,85
C0403,Individual,1963-03-25,F,Australia,New South Wales,Home,1,False,Website,63
C0404,Individual,1976-05-12,F,France,Normandy,Investment,1,False,Client,50
C0405,Company,1969-12-25,M,USA,Colorado,Home,1,False,Agency,56
C0406,Individual,1960-05-26,F,USA,Colorado,Home,3,False,Website,66
C0407,Individual,1982-04-23,F,USA,California,Home,2,False,Client,44
C0408,Individual,1977-03-02,M,USA,California,Home,3,False,Website,49
C0409,Individual,1972-09-18,M,USA,Nevada,Home,1,True,Website,54
C0410,Individual,1982-07-13,F,Russia,Saint Petersburg,Home,5,True,Agency,44
C0411,Individual,1983-09-05,F,USA,California,Home,2,False,Website,43
C0412,Individual,1984-04-24,F,UK,Scotland,Home,5,False,Website,42
C0413,Individual,1940-11-07,M,Canada,British Columbia,Home,3,False,Website,85
C0414,Individual,1962-07-12,M,USA,California,Home,4,False,Website,64
C0415,Individual,1980-09-07,F,USA,Nevada,Home,5,True,Agency,46
C0416,Company,1981-07-28,M,Germany,North Rhine-Westphalia,Investment,5,True,Client,45
C0417,Individual,1947-03-12,M,USA,Utah,Home,2,False,Website,79
C0418,Individual,1996-08-20,M,USA,Arizona,Home,5,False,Agency,30
C0419,Individual,1962-03-11,M,USA,Washington,Home,3,True,Agency,64
C0420,Individual,1994-04-01,F,USA,California,Home,5,False,Agency,32
C0421,Individual,1975-08-25,M,Germany,Hesse,Investment,5,True,Website,51
C0422,Company,1973-11-13,F,USA,California,Home,1,True,Client,52
C0423,Individual,1950-04-17,F,USA,California,Home,1,False,Client,76
C0424,Individual,1998-04-12,F,USA,Florida,Home,1,False,Website,28
C0425,Individual,1965-11-03,M,USA,Nevada,Home,2,False,Agency,60
C0426,Individual,1953-07-10,F,USA,Oregon,Home,4,True,Client,73
C0427,Individual,1994-06-09,F,USA,California,Home,4,True,Website,32
C0428,Individual,1962-07-20,F,USA,Oregon,Home,3,False,Agency,64
C0429,Individual,1995-05-11,F,USA,California,Home,3,True,Website,31
C0430,Individual,1974-05-10,M,USA,Nevada,Home,2,False,Agency,52
C0431,Individual,1969-05-05,M,USA,California,Home,5,True,Website,57
C0432,Company,1995-02-17,M,USA,California,Home,5,False,Agency,31
C0433,Individual,1969-03-03,F,USA,California,Investment,2,True,Website,57
C0434,Individual,1964-12-25,F,Russia,Tatarstan,Home,5,False,Website,61
C0435,Individual,1966-01-25,F,Australia,New South Wales,Home,5,True,Website,60
C0436,Individual,1972-12-05,M,USA,Colorado,Home,2,True,Client,53
C0437,Individual,1990-05-10,F,USA,Texas,Home,1,False,Website,36
C0438,Individual,1982-09-10,M,USA,Georgia,Investment,1,True,Client,44
C0439,Individual,1956-08-03,M,USA,Virginia,Home,2,False,Agency,70
C0440,Individual,1960-07-13,M,USA,California,Investment,1,False,Agency,66
C0441,Individual,1980-01-10,F,Russia,Krasnodar Krai,Investment,1,False,Agency,46
C0442,Individual,1975-04-14,F,USA,Colorado,Home,3,True,Website,51
C0443,Individual,1950-06-22,M,Denmark,Capital Region,Home,1,True,Agency,76
C0444,Individual,1941-03-15,F,USA,California,Home,2,False,Website,85
C0445,Individual,1995-12-11,F,USA,California,Home,2,True,Website,30
C0446,Individual,1955-01-02,M,USA,Colorado,Home,2,False,Website,71
C0447,Individual,1956-06-27,F,USA,New York,Home,2,False,Website,70
C0448,Individual,1980-10-06,M,USA,Nevada,Investment,2,False,Agency,45
C0449,Individual,1972-06-24,M,USA,Oregon,Investment,2,False,Agency,54
C0450,Individual,1992-02-19,M,Mexico,Nuevo Leon,Home,3,False,Website,34
C0451,Individual,1985-09-20,M,Canada,Alberta,Investment,5,True,Client,41
C0452,Individual,1967-10-17,M,USA,Washington,Home,3,False,Website,58
C0453,Individual,1993-04-16,M,UK,Scotland,Investment,1,False,Website,33
C0454,Company,1961-01-04,F,USA,Nevada,Investment,4,False,Agency,65
C0455,Individual,1963-01-02,F,USA,California,Home,1,False,Agency,63
C0456,Individual,1995-11-18,F,USA,Oregon,Home,3,True,Website,30
C0457,Individual,1980-07-19,M,UK,Wales,Investment,1,False,Agency,46
C0458,Individual,1995-04-07,M,USA,Oregon,Investment,1,False,Agency,31
C0459,Individual,1955-03-23,M,USA,California,Home,3,False,Agency,71
C0460,Individual,1992-12-25,F,USA,Virginia,Home,1,False,Website,33
C0461,Individual,1960-02-16,M,USA,Arizona,Home,1,False,Agency,66
C0462,Individual,1943-10-22,M,Australia,Victoria,Home,2,False,Agency,82
C0463,Individual,1970-06-13,M,USA,California,Home,5,False,Client,56
C0464,Individual,1974-11-12,M,USA,Florida,Home,5,False,Website,51
C0465,Individual,1949-02-09,M,USA,California,Home,3,False,Website,77
C0466,Individual,1988-05-19,F,USA,Virginia,Investment,2,False,Website,38
C0467,Individual,1952-05-04,F,USA,Ohio,Home,1,True,Agency,74
C0468,Individual,1952-11-13,M,Mexico,Jalisco,Investment,3,True,Website,73
C0469,Individual,1997-03-23,M,USA,California,Home,2,False,Website,29
C0470,Individual,1963-02-17,F,USA,Oregon,Home,1,False,Agency,63
C0471,Individual,1984-06-26,M,USA,Utah,Investment,3,False,Agency,42
C0472,Individual,1951-04-10,M,USA,California,Home,4,False,Website,75
C0473,Individual,1981-09-08,F,USA,California,Home,3,False,Agency,45
C0474,Individual,1995-08-12,M,USA,Nevada,Home,1,False,Website,31
C0475,Individual,1946-08-18,M,Belgium,Wallonia,Investment,2,True,Agency,80
C0476,Individual,1997-05-04,M,USA,Florida,Home,3,False,Agency,29
C0477,Individual,1984-01-02,M,USA,California,Investment,4,True,Website,42
C0478,Individual,1940-02-08,F,USA,Ohio,Investment,4,False,Website,86
C0479,Individual,1978-06-04,F,USA,California,Home,2,True,Agency,48
C0480,Individual,1974-09-16,M,USA,California,Home,4,True,Website,52
C0481,Individual,1976-12-12,M,USA,Arizona,Home,3,False,Agency,49
C0482,Individual,1980-08-10,F,USA,New York,Investment,3,True,Agency,46
C0483,Individual,1985-08-11,M,USA,Arizona,Investment,1,False,Website,41
C0484,Individual,1989-04-19,F,USA,Texas,Investment,3,False,Website,37
C0485,Individual,1991-07-10,F,USA,Arizona,Home,2,False,Website,35
C0486,Individual,1999-09-16,M,USA,California,Investment,2,True,Website,27
C0487,Individual,1991-10-23,F,USA,Washington,Home,5,False,Website,34
C0488,Individual,1979-11-05,F,USA,California,Investment,4,False,Agency,46
C0489,Individual,1950-08-06,M,Germany,Berlin,Investment,2,False,Website,76
C0490,Individual,1954-01-23,F,USA,Nevada,Investment,5,True,Website,72
C0491,Individual,1941-05-08,M,USA,Washington,Home,2,False,Website,85
C0492,Individual,2000-07-05,M,USA,Utah,Home,3,True,Website,26
C0493,Individual,1954-06-07,M,USA,Colorado,Home,3,False,Website,72
C0494,Individual,1990-03-08,F,USA,California,Home,3,True,Website,36
C0495,Individual,1954-02-18,M,USA,California,Investment,5,False,Client,72
C0496,Individual,1990-04-01,M,USA,California,Home,4,False,Agency,36
C0497,Individual,1985-02-02,F,USA,Arizona,Investment,4,True,Website,41
C0498,Individual,1948-11-21,F,Canada,Alberta,Home,2,True,Website,77
C0499,Individual,1946-10-02,F,USA,Colorado,Home,3,True,Agency,80
C0500,Individual,1977-03-15,M,USA,California,Home,4,True,Website,49
C0501,Individual,1995-12-11,M,USA,Nevada,Investment,5,True,Agency,30
C0502,Individual,1966-11-28,F,USA,Arizona,Home,4,False,Website,59
C0503,Individual,1943-09-26,M,USA,Utah,Investment,2,True,Client,83
C0504,Individual,1992-01-14,M,USA,Utah,Home,2,False,Website,34
C0505,Individual,1995-07-18,F,USA,Arizona,Home,3,False,Agency,31
C0506,Individual,1967-04-07,M,USA,California,Home,5,False,Agency,59
C0507,Individual,1951-02-26,M,USA,New York,Home,3,False,Website,75
C0508,Individual,1970-06-01,F,USA,Nevada,Home,5,False,Agency,56
C0509,Individual,1956-02-04,M,Belgium,Wallonia,Home,3,False,Website,70
C0510,Individual,1947-08-28,F,France,Brittany,Investment,1,True,Website,79
C0511,Individual,1954-07-20,F,UK,England,Home,2,False,Website,72
C0512,Individual,1945-06-27,F,USA,Arizona,Home,1,False,Client,81
C0513,Individual,1999-07-03,M,USA,Florida,Home,2,True,Agency,27
C0514,Individual,1977-08-17,F,USA,Oregon,Home,1,True,Website,49
C0515,Individual,1963-12-09,F,USA,California,Home,1,True,Website,62
C0516,Individual,1946-04-21,M,USA,Utah,Home,3,False,Website,80
C0517,Individual,1959-03-20,M,USA,California,Home,5,False,Client,67
C0518,Company,1962-05-22,F,USA,New York,Home,3,False,Website,64
C0519,Individual,1975-04-10,F,USA,Arizona,Investment,3,False,Agency,51
C0520,Individual,1970-11-02,F,USA,Oregon,Home,3,True,Agency,55
C0521,Individual,1967-02-04,F,Canada,British Columbia,Home,3,False,Website,59
C0522,Individual,1942-07-13,F,USA,Virginia,Home,5,False,Agency,84
C0523,Individual,1960-08-22,F,USA,Colorado,Home,2,False,Agency,66
C0524,Individual,1953-05-24,M,USA,Washington,Home,3,False,Website,73
C0525,Individual,1950-12-06,M,USA,Arizona,Home,4,True,Agency,75
C0526,Individual,1968-02-28,M,Germany,Bavaria,Home,5,False,Website,58
C0527,Individual,1979-07-19,M,USA,California,Home,2,False,Website,47
C0528,Individual,2000-09-08,M,USA,Washington,Investment,2,False,Client,26
C0529,Individual,1973-11-14,M,USA,Nevada,Home,4,True,Website,52
C0530,Individual,1952-07-09,F,USA,Utah,Home,2,True,Agency,74
C0531,Individual,1976-09-19,F,USA,California,Home,1,False,Website,50
C0532,Individual,1979-12-08,F,Belgium,Flanders,Home,2,False,Website,46
C0533,Individual,1963-06-09,M,USA,Nevada,Investment,1,False,Agency,63
C0534,Individual,1958-02-21,M,USA,California,Investment,1,False,Agency,68
C0535,Individual,1987-12-22,F,UK,Wales,Home,3,False,Agency,38
C0536,Individual,1956-03-14,F,USA,Arizona,Investment,5,True,Website,70
C0537,Individual,1962-04-25,M,USA,Florida,Home,2,False,Client,64
C0538,Individual,1969-04-23,M,USA,California,Home,1,True,Agency,57
C0539,Individual,1991-02-25,M,USA,California,Investment,1,True,Agency,35
C0540,Individual,1997-02-27,F,USA,New York,Home,3,False,Agency,29
C0541,Individual,2000-03-22,M,UK,Northern Ireland,Home,3,False,Agency,26
C0542,Company,1985-09-26,M,Mexico,Mexico City,Home,3,False,Website,41
C0543,Individual,1947-07-23,F,USA,Texas,Home,2,True,Website,79
C0544,Individual,1974-10-16,M,USA,Utah,Home,2,False,Website,51
C0545,Individual,1942-04-08,M,USA,Colorado,Home,1,True,Agency,84
C0546,Individual,1967-12-23,M,Canada,Manitoba,Home,4,False,Client,58
C0547,Individual,1947-09-20,F,USA,California,Investment,2,False,Agency,79
C0548,Individual,1980-11-04,M,USA,California,Home,2,False,Agency,45
C0549,Individual,1972-10-15,M,USA,Florida,Home,4,False,Website,53
C0550,Company,1967-09-04,F,USA,Nevada,Home,1,False,Agency,59
C0551,Individual,1960-05-17,M,USA,California,Investment,4,False,Website,66
C0552,Individual,1965-10-20,M,USA,Virginia,Investment,3,False,Agency,60
C0553,Individual,1978-11-26,M,USA,Arizona,Home,3,False,Website,47
C0554,Individual,1948-12-24,M,Australia,Victoria,Home,1,True,Agency,77
C0555,Individual,1971-04-23,M,USA,California,Investment,4,True,Agency,55
C0556,Individual,1958-10-17,M,USA,Colorado,Home,5,False,Website,67
C0557,Individual,1941-09-25,F,USA,Utah,Investment,2,False,Website,85
C0558,Individual,1974-10-23,F,Denmark,North Denmark,Home,3,False,Website,51
C0559,Company,1969-08-18,M,USA,California,Home,5,False,Client,57
C0560,Individual,1988-04-20,F,Australia,South Australia,Home,3,False,Website,38
C0561,Company,1962-11-20,F,USA,Arizona,Investment,3,False,Website,63
C0562,Individual,1940-11-23,F,USA,Utah,Investment,5,True,Website,85
C0563,Individual,1991-01-22,M,USA,California,Home,2,True,Agency,35
C0564,Individual,1952-02-09,M,USA,Texas,Home,1,False,Agency,74
C0565,Individual,1985-09-26,M,France,Brittany,Home,1,False,Website,41
C0566,Individual,2000-09-12,F,USA,Oregon,Investment,4,True,Agency,26
C0567,Individual,1953-07-10,F,Russia,Saint Petersburg,Investment,2,True,Agency,73
C0568,Individual,1953-04-09,M,USA,California,Home,3,False,Website,73
C0569,Individual,1971-05-12,F,USA,California,Home,5,True,Client,55
C0570,Individual,1965-03-06,F,France,Occitanie,Home,5,True,Website,61
C0571,Individual,1966-03-07,M,USA,California,Home,3,False,Website,60
C0572,Individual,1993-12-11,F,USA,California,Investment,5,False,Website,32
C0573,Company,1977-04-24,M,USA,Georgia,Home,4,True,Agency,49
C0574,Individual,1968-09-15,M,USA,California,Home,2,False,Agency,58
C0575,Individual,1966-01-21,M,USA,California,Investment,2,False,Website,60
C0576,Individual,1959-02-24,M,Germany,Hamburg,Home,1,False,Client,67
C0577,Individual,1989-05-18,M,USA,Arizona,Home,3,False,Website,37
C0578,Individual,1999-07-22,F,USA,Arizona,Home,5,True,Client,27
C0579,Individual,1941-04-09,M,USA,Texas,Investment,3,False,Website,85
C0580,Individual,1948-01-11,F,USA,California,Home,2,True,Client,78
C0581,Individual,1957-12-21,F,USA,California,Investment,5,True,Website,68
C0582,Individual,1940-10-02,F,USA,Washington,Investment,3,True,Website,86
C0583,Individual,1986-10-27,M,USA,California,Home,2,False,Agency,39
C0584,Individual,1982-03-11,F,USA,California,Home,5,False,Website,44
C0585,Individual,1961-07-02,M,USA,Colorado,Home,3,False,Agency,65
C0586,Individual,1977-06-14,M,USA,California,Home,2,True,Client,49
C0587,Individual,1992-11-24,F,USA,New York,Home,4,False,Website,33
C0588,Individual,1989-11-20,F,USA,Florida,Home,2,False,Website,36
C0589,Individual,1946-09-21,M,USA,Texas,Investment,5,False,Client,80
C0590,Individual,1966-09-16,M,UK,Scotland,Investment,2,False,Website,60
C0591,Individual,1968-03-09,F,USA,Nevada,Home,1,False,Website,58
C0592,Individual,1972-06-03,M,USA,Arizona,Investment,2,False,Client,54
C0593,Individual,1952-08-08,F,USA,California,Home,2,True,Agency,74
C0594,Individual,1942-02-08,F,USA,Utah,Home,1,False,Agency,84
C0595,Individual,1966-06-10,F,USA,Utah,Home,3,False,Agency,60
C0596,Individual,1976-04-17,M,USA,Nevada,Home,4,False,Agency,50
C0597,Individual,1986-02-17,M,UK,Northern Ireland,Home,2,True,Website,40
C0598,Individual,1949-06-24,M,USA,Colorado,Investment,4,False,Website,77
C0599,Individual,1998-03-19,F,Canada,Alberta,Home,2,False,Agency,28
C0600,Individual,1984-03-17,M,USA,Oregon,Investment,1,False,Client,42
C0601,Individual,1972-10-16,F,USA,California,Home,4,False,Website,53
C0602,Individual,1984-03-24,M,Germany,Bavaria,Home,4,False,Agency,42
C0603,Individual,1994-07-01,F,USA,New York,Home,4,True,Agency,32
C0604,Individual,1998-09-17,F,Belgium,Wallonia,Home,1,False,Agency,28
C0605,Individual,1974-06-28,M,USA,Utah,Home,4,True,Agency,52
C0606,Individual,1949-12-25,F,France,Ile-De-France,Investment,1,False,Website,76
C0607,Individual,1962-09-14,M,USA,California,Home,1,False,Agency,64
C0608,Individual,1956-06-14,M,USA,California,Home,4,False,Agency,70
C0609,Individual,1961-05-22,F,USA,Washington,Home,4,False,Agency,65
C0610,Individual,1970-10-05,F,USA,California,Investment,4,False,Website,56
C0611,Individual,1950-06-12,M,USA,California,Home,4,False,Agency,76
C0612,Individual,1960-01-26,M,USA,Florida,Home,4,False,Agency,66
C0613,Individual,1995-02-10,F,Australia,Victoria,Home,4,False,Agency,31
C0614,Individual,1972-07-01,M,UK,Wales,Home,3,True,Website,54
C0615,Individual,1957-12-01,M,USA,Utah,Home,2,True,Website,68
C0616,Individual,1963-04-17,F,USA,Virginia,Investment,1,True,Agency,63
C0617,Individual,1986-07-10,F,USA,Ohio,Home,5,True,Website,40
C0618,Individual,1968-11-05,M,USA,Texas,Home,3,False,Agency,57
C0619,Individual,1970-04-25,F,USA,Washington,Home,4,False,Website,56
C0620,Individual,1960-04-22,F,France,Brittany,Home,3,False,Website,66
C0621,Individual,1982-02-13,M,Germany,Bavaria,Investment,3,True,Agency,44
C0622,Individual,1987-09-10,F,USA,Washington,Investment,2,False,Client,39
C0623,Individual,1986-04-27,M,USA,Florida,Investment,3,True,Client,40
C0624,Individual,2000-02-09,M,USA,Nevada,Investment,3,False,Agency,26
C0625,Individual,1983-08-07,F,Belgium,Flanders,Investment,2,True,Agency,43
C0626,Individual,1968-06-13,F,Germany,Hamburg,Investment,2,False,Website,58
C0627,Individual,2000-07-11,F,USA,Arizona,Home,3,False,Agency,26
C0628,Individual,1985-05-16,M,Canada,British Columbia,Home,3,True,Agency,41
C0629,Individual,1946-09-07,F,USA,California,Investment,2,False,Agency,80
C0630,Individual,1965-07-28,M,USA,California,Home,2,False,Website,61
C0631,Individual,1966-11-12,F,USA,California,Home,5,False,Website,59
C0632,Individual,1948-05-16,M,UK,Northern Ireland,Home,4,False,Website,78
C0633,Individual,1941-12-05,F,USA,Nevada,Home,3,False,Agency,84
C0634,Individual,1980-11-17,M,USA,Washington,Investment,4,True,Website,45
C0635,Individual,1960-06-14,F,UK,Scotland,Investment,5,False,Website,66
C0636,Individual,1980-10-11,F,France,Brittany,Home,5,False,Website,45
C0637,Individual,1967-08-14,F,USA,California,Home,2,False,Website,59
C0638,Individual,1975-04-02,M,USA,Ohio,Home,5,True,Website,51
C0639,Individual,1961-03-03,M,UK,Scotland,Home,3,True,Website,65
C0640,Individual,1967-01-03,F,USA,Utah,Home,3,False,Agency,59
C0641,Company,1994-02-26,M,USA,Arizona,Home,2,False,Agency,32
C0642,Individual,1967-11-21,F,USA,California,Home,4,False,Website,58
C0643,Individual,1974-05-05,F,USA,California,Home,5,False,Website,52
C0644,Individual,1956-08-25,F,USA,California,Home,4,True,Agency,70
C0645,Individual,1988-07-18,M,USA,Nevada,Home,2,False,Client,38
C0646,Individual,1995-07-21,F,USA,Arizona,Investment,5,False,Agency,31
C0647,Individual,1946-06-02,F,USA,California,Home,4,False,Agency,80
C0648,Individual,1999-02-03,F,USA,California,Home,1,True,Website,27
C0649,Individual,1995-01-03,F,USA,California,Home,4,False,Agency,31
C0650,Company,1976-02-19,M,France,Occitanie,Home,3,True,Client,50
C0651,Company,1993-01-14,M,USA,Washington,Home,1,False,Agency,33
C0652,Individual,1993-08-12,F,USA,Washington,Home,2,False,Website,33
C0653,Individual,1970-07-22,M,USA,Ohio,Home,2,False,Client,56
C0654,Individual,1960-07-05,M,USA,New York,Home,2,True,Website,66
C0655,Individual,1950-05-19,F,USA,Nevada,Home,1,True,Agency,76
C0656,Individual,1977-08-02,F,USA,Colorado,Home,5,False,Client,49
C0657,Individual,1956-09-26,M,USA,California,Home,2,False,Agency,70
C0658,Individual,1999-12-13,F,USA,Virginia,Home,3,True,Agency,26
C0659,Individual,1988-06-10,F,USA,California,Home,4,True,Agency,38
C0660,Individual,1991-10-08,M,USA,Arizona,Home,4,True,Client,34
C0661,Individual,1961-06-25,F,Canada,Manitoba,Home,3,False,Website,65
C0662,Individual,1957-08-25,F,USA,California,Investment,3,False,Website,69
C0663,Individual,1958-02-02,M,USA,California,Home,2,True,Agency,68
C0664,Individual,1958-08-17,M,Canada,Alberta,Investment,5,True,Website,68
C0665,Individual,1959-08-27,M,USA,Colorado,Investment,1,False,Agency,67
C0666,Individual,1948-09-10,F,USA,California,Investment,1,False,Website,78
C0667,Individual,1966-07-07,M,USA,Arizona,Investment,2,False,Agency,60
C0668,Individual,1978-11-15,F,France,Ile-De-France,Investment,4,True,Website,47
C0669,Individual,1958-03-18,F,Canada,British Columbia,Home,3,False,Agency,68
C0670,Company,1976-06-18,M,USA,Nevada,Investment,4,False,Website,50
C0671,Individual,1941-09-12,M,USA,Colorado,Home,4,True,Client,85
C0672,Individual,1967-10-03,F,USA,California,Home,2,False,Website,59
C0673,Individual,1965-10-19,F,USA,California,Home,4,False,Website,60
C0674,Individual,1986-05-26,F,USA,California,Investment,4,False,Website,40
C0675,Individual,1969-12-23,F,USA,Texas,Home,5,False,Website,56
C0676,Individual,1942-12-06,F,USA,Nevada,Home,2,False,Agency,83
C0677,Individual,1981-02-09,M,USA,Arizona,Investment,2,False,Agency,45
C0678,Individual,1972-10-19,M,USA,California,Home,4,True,Website,53
C0679,Individual,1964-02-12,F,USA,Nevada,Home,1,False,Agency,62
C0680,Individual,1965-04-16,M,USA,Utah,Investment,2,False,Agency,61
C0681,Company,1977-04-25,F,USA,California,Home,3,False,Agency,49
C0682,Individual,1973-12-06,M,USA,California,Home,5,False,Website,52
C0683,Individual,1948-08-20,M,USA,Colorado,Home,2,True,Agency,78
C0684,Individual,1985-05-10,M,USA,California,Home,1,False,Agency,41
C0685,Individual,1987-04-18,F,USA,Washington,Home,5,False,Agency,39
C0686,Individual,1963-11-17,M,USA,California,Home,1,True,Website,62
C0687,Individual,1959-03-01,F,USA,Utah,Home,3,True,Website,67
C0688,Individual,1968-04-12,F,USA,Colorado,Investment,5,True,Website,58
C0689,Individual,1998-04-17,F,USA,California,Home,4,False,Website,28
C0690,Individual,1985-09-09,F,USA,Oregon,Home,4,True,Agency,41
C0691,Individual,1943-07-22,M,USA,California,Investment,4,False,Agency,83
C0692,Individual,1964-03-14,M,USA,Georgia,Investment,3,False,Agency,62
C0693,Individual,1957-04-28,M,USA,California,Investment,5,True,Agency,69
C0694,Company,1989-07-13,M,UK,Scotland,Investment,2,False,Website,37
C0695,Individual,1947-03-24,M,USA,Washington,Home,4,False,Website,79
C0696,Individual,1994-06-03,F,USA,Washington,Investment,5,True,Agency,32
C0697,Individual,1986-01-11,M,USA,California,Investment,4,True,Agency,40
C0698,Individual,1946-07-16,F,USA,California,Home,2,True,Website,80
C0699,Individual,1986-12-22,M,USA,Washington,Home,1,True,Agency,39
C0700,Individual,1944-04-14,F,USA,Washington,Home,5,False,Website,82
C0701,Individual,1962-09-17,F,UK,England,Investment,1,False,Website,64
C0702,Individual,1966-07-24,M,USA,Arizona,Home,5,False,Agency,60
C0703,Company,1984-05-15,M,USA,Colorado,Home,3,False,Website,42
C0704,Individual,1942-01-23,F,USA,Georgia,Home,4,False,Agency,84
C0705,Individual,1940-12-18,M,USA,Nevada,Home,3,False,Website,85
C0706,Individual,1984-06-23,M,UK,England,Investment,2,False,Client,42
C0707,Individual,1995-09-23,M,USA,Virginia,Home,5,True,Website,31
C0708,Individual,1964-11-28,M,USA,California,Home,2,False,Client,61
C0709,Individual,1982-06-11,F,USA,Georgia,Home,2,True,Agency,44
C0710,Individual,1946-08-18,M,USA,Oregon,Home,2,True,Agency,80
C0711,Individual,1995-10-20,F,USA,California,Investment,3,False,Agency,30
C0712,Individual,1991-01-21,M,USA,California,Home,1,False,Agency,35
C0713,Individual,1997-02-14,F,USA,California,Investment,3,False,Agency,29
C0714,Individual,1977-03-01,M,Russia,Saint Petersburg,Home,3,False,Website,49
C0715,Individual,1982-05-08,F,USA,Utah,Home,3,False,Website,44
C0716,Individual,1994-10-24,M,UK,Northern Ireland,Home,1,False,Client,31
C0717,Individual,1946-09-06,F,USA,Arizona,Investment,3,True,Agency,80
C0718,Individual,1944-08-10,F,France,Ile-De-France,Home,2,True,Website,82
C0719,Individual,1974-02-07,M,USA,California,Investment,2,True,Agency,52
C0720,Individual,1981-05-17,F,USA,California,Investment,1,True,Agency,45
C0721,Individual,1999-07-03,F,USA,Florida,Home,4,False,Website,27
C0722,Individual,1943-11-09,F,USA,Texas,Home,1,False,Website,82
C0723,Individual,1999-04-19,F,Germany,North Rhine-Westphalia,Home,3,True,Website,27
C0724,Individual,1960-09-27,M,USA,Arizona,Investment,4,True,Agency,66
C0725,Individual,1983-03-07,F,USA,New York,Home,3,False,Website,43
C0726,Individual,1977-01-25,F,USA,Georgia,Home,4,False,Website,49
C0727,Individual,1941-08-24,M,USA,California,Investment,3,True,Client,85
C0728,Individual,1971-07-23,M,USA,California,Home,3,True,Agency,55
C0729,Individual,1944-04-01,M,USA,Washington,Investment,3,True,Agency,82
C0730,Individual,1988-09-05,M,USA,California,Investment,4,False,Website,38
C0731,Individual,2000-10-18,M,USA,California,Home,5,False,Agency,25
C0732,Individual,1985-03-03,M,USA,Oregon,Home,5,False,Website,41
C0733,Individual,1976-03-01,F,USA,Nevada,Home,5,False,Agency,50
C0734,Individual,1981-06-27,F,USA,Virginia,Investment,5,True,Client,45
C0735,Individual,1994-10-08,M,Germany,Hesse,Investment,4,False,Website,31
C0736,Individual,1942-06-13,M,USA,Utah,Investment,3,False,Agency,84
C0737,Individual,1978-08-15,M,USA,California,Investment,3,False,Agency,48
C0738,Individual,1980-09-21,M,USA,Texas,Home,5,False,Website,46
C0739,Individual,1965-03-16,M,USA,California,Home,2,False,Agency,61
C0740,Individual,1966-08-12,F,USA,Utah,Investment,1,False,Client,60
C0741,Individual,1962-11-08,F,USA,California,Home,2,False,Website,63
C0742,Individual,1980-08-21,M,UK,Wales,Home,1,True,Website,46
C0743,Individual,1972-10-09,M,USA,Oregon,Investment,4,True,Website,53
C0744,Individual,1950-10-11,F,USA,Virginia,Home,1,False,Website,76
C0745,Individual,1997-06-18,F,USA,California,Investment,5,False,Website,29
C0746,Individual,1956-10-13,M,UK,Scotland,Home,4,False,Website,69
C0747,Individual,1992-04-18,M,USA,Florida,Home,4,True,Website,34
C0748,Company,1974-05-03,F,USA,California,Home,1,True,Client,52
C0749,Individual,1992-11-26,F,USA,New York,Home,5,False,Agency,33
C0750,Individual,1976-08-06,F,USA,Nevada,Investment,1,False,Agency,50
C0751,Individual,1974-09-19,M,USA,California,Home,5,False,Client,52
C0752,Individual,1954-12-17,F,Belgium,Brussels,Investment,3,False,Agency,71
C0753,Individual,1960-12-22,M,Germany,Hamburg,Home,5,False,Website,65
C0754,Individual,1970-08-17,F,USA,Arizona,Investment,3,False,Website,56
C0755,Company,1967-12-23,F,USA,California,Home,5,False,Website,58
C0756,Individual,1963-03-19,F,USA,Utah,Home,5,True,Website,63
C0757,Individual,1946-09-05,M,USA,Oregon,Home,3,True,Website,80
C0758,Individual,1958-12-08,M,USA,California,Investment,2,False,Website,67
C0759,Individual,1991-10-27,M,USA,Florida,Home,4,False,Website,34
